candidateKey,sourceWpPostId,title,author,proposedDecision,adjudicationDecision,confidence,winnerUrl,winnerFilename,positiveCoverScore,negativeAuthorScore,finalScore,winnerGap,selectedImageUrl,selectedImageFilename,selectionSource,explanation
"book:haikus en el camino","1235","Haikus en el camino","Jose Antonio Galante Pérez","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/portada-libro.jpg","portada-libro.jpg","87","0","87","4","https://editoriallarueca.com/wp-content/uploads/portada-libro.jpg","portada-libro.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:humor y prosa de un ajedrecista","942","Humor y prosa de un ajedrecista","Manuel Gómez-Rosas","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/arrow-black-prev.svg","arrow-black-prev.svg","22","15","7","167","https://editoriallarueca.com/wp-content/uploads/arrow-black-prev.svg","arrow-black-prev.svg","none","positiveCoverScore insuficiente."
"book:humor prosa y una jugadora","1131","Humor,  prosa y una jugadora","Manuel Gómez Rosas","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_cub_Humor.jpg","w_cub_Humor.jpg","83","0","83","0","https://editoriallarueca.com/wp-content/uploads/w_cub_Humor.jpg","w_cub_Humor.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:ilogica proposicional aforemas y poerismos","772","Ilógica Proposicional – Aforemas y Poerismos","Richard Pazos","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_Ilogica.jpg","w_Ilogica-scaled.jpg","83","0","83","76","https://editoriallarueca.com/wp-content/uploads/w_Ilogica.jpg","w_Ilogica-scaled.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 76 >= 25"
"book:john main apatheia nirvana","756","John Main: Apatheia-Nirvana","Carlos Miramontes Seijas","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_JohnMain.jpg","w_JohnMain.jpg","91","0","91","73","https://editoriallarueca.com/wp-content/uploads/w_JohnMain.jpg","w_JohnMain.jpg","algorithm","positiveCoverScore 91 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 73 >= 25"
"book:la barca del portugues","1069","La barca del portugués","José Luis Mozo Gayo","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_BarcaPortuPortada.jpg","w_BarcaPortuPortada.jpg","83","0","83","76","https://editoriallarueca.com/wp-content/uploads/w_BarcaPortuPortada.jpg","w_BarcaPortuPortada.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 76 >= 25"
"book:la canteria en moralzarzal","637","La cantería en Moralzarzal","Antonio López Hurtado","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_Banquero_AlonsoC.jpg","w_Banquero_AlonsoC.jpg","75","0","75","57","https://editoriallarueca.com/wp-content/uploads/w_Banquero_AlonsoC.jpg","w_Banquero_AlonsoC.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 57 >= 25"
"book:la flor malva","926","La Flor Malva","Eva María Riber Herráez","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_MalvaPortada.jpg","w_MalvaPortada.jpg","83","0","83","8","https://editoriallarueca.com/wp-content/uploads/w_MalvaPortada.jpg","w_MalvaPortada.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:la ganaderia en moralzarzal","710","La Ganadería en Moralzarzal","Antonio López Hurtado ""Zárate""","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_Ganaderia.jpg","w_Ganaderia.jpg","83","0","83","108","https://editoriallarueca.com/wp-content/uploads/w_Ganaderia.jpg","w_Ganaderia.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 108 >= 25"
"book:la inteligencia artificial en educacion fisica","1187","La Inteligencia Artificial en Educación Física","Norberto Domínguez Jurado","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_InteligenciaArtificialPortada.jpg","w_InteligenciaArtificialPortada.jpg","91","0","91","116","https://editoriallarueca.com/wp-content/uploads/w_InteligenciaArtificialPortada.jpg","w_InteligenciaArtificialPortada.jpg","algorithm","positiveCoverScore 91 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 116 >= 25"
"book:la muerte de adonis los impunes","1177","La muerte de Adonis - Los impunes","Mauro Escobar Parada","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_portada_lamuerte.jpg","w_portada_lamuerte.jpg","83","0","83","76","https://editoriallarueca.com/wp-content/uploads/w_portada_lamuerte.jpg","w_portada_lamuerte.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 76 >= 25"
"book:la pulsera de la princesa yoruba","724","La pulsera de la princesa yoruba","Teodoro Rodríguez Martín","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_Pulsera.jpg","w_Pulsera.jpg","83","0","83","65","https://editoriallarueca.com/wp-content/uploads/w_Pulsera.jpg","w_Pulsera.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 65 >= 25"
"book:la sombra del azar","1214","La sombra del azar","Patxi Oyaga","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_PatxiPortada.jpg","w_PatxiPortada.jpg","75","35","40","65","https://editoriallarueca.com/wp-content/uploads/w_PatxiPortada.jpg","w_PatxiPortada.jpg","none","Existen senales contradictorias graves de foto de autor."
"book:la trenza dorada y otros relatos para tiempos nuevos","575","LA TRENZA DORADA Y OTROS RELATOS PARA TIEMPOS NUEVOS","Carlos Ríos Camacho","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/Imagen7778.jpg","Imagen7778-scaled.jpg","75","0","75","0","https://editoriallarueca.com/wp-content/uploads/Imagen7778.jpg","Imagen7778-scaled.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:la vida de adonis la impunidad","1108","La vida de Adonis - La impunidad","MAURO","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_PerfumePortada002.jpg","w_PerfumePortada002.jpg","75","0","75","27","https://editoriallarueca.com/wp-content/uploads/w_PerfumePortada002.jpg","w_PerfumePortada002.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 27 >= 25"
"book:leeme si te atreves","932","Léeme… si te atreves","Agustín Eguíluz , Julia Carou, M.ª Goretti Ausín, Fe Pajares y Fernando López","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_LeemePortada.jpg","w_LeemePortada.jpg","83","0","83","8","https://editoriallarueca.com/wp-content/uploads/w_LeemePortada.jpg","w_LeemePortada.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:libero mi alma con 131 angeles","1722","Libero Mi Alma con 131 Ángeles","Javier Galván Macarrón","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/ww_portada-1.jpg","ww_portada-1.jpg","75","0","75","57","https://editoriallarueca.com/wp-content/uploads/ww_portada-1.jpg","ww_portada-1.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 57 >= 25"
"book:ligero como la brisa","1136","Ligero como la brisa","Guillermo Martínez Schrem","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_LigeroPortada002.jpg","w_LigeroPortada002.jpg","83","0","83","78","https://editoriallarueca.com/wp-content/uploads/w_LigeroPortada002.jpg","w_LigeroPortada002.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 78 >= 25"
"book:los acorralados","946","Los acorralados","Fidel Vela","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_AcorraladosPortada.jpg","w_AcorraladosPortada.jpg","110","0","110","65","https://editoriallarueca.com/wp-content/uploads/w_AcorraladosPortada.jpg","w_AcorraladosPortada.jpg","algorithm","positiveCoverScore 110 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 65 >= 25"
"book:los dictadores y las mujeres adolf hitler","894","Los Dictadores y las Mujeres -  Adolf Hitler","Rosa Gómez","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_DictadoresPortada1.jpg","w_DictadoresPortada1.jpg","83","0","83","8","https://editoriallarueca.com/wp-content/uploads/w_DictadoresPortada1.jpg","w_DictadoresPortada1.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:los mejores cortos de gomez rosas cualquier parecido con la realidad es pura coincidencia","1798","Los mejores cortos de Gómez Rosas (cualquier parecido con la realidad es pura coincidencia)","Manuel Gómez Rosas","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/ww_Portada-4.jpg","ww_Portada-4.jpg","75","0","75","37","https://editoriallarueca.com/wp-content/uploads/ww_Portada-4.jpg","ww_Portada-4.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 37 >= 25"
"book:los pensamientos olvidados","733","Los pensamientos olvidados","Alejandro González García","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/W_Pensamientos.jpg","W_Pensamientos.jpg","83","0","83","61","https://editoriallarueca.com/wp-content/uploads/W_Pensamientos.jpg","W_Pensamientos.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 61 >= 25"
"book:mariposas en el jardin","1616","Mariposas en el jardín","Sandra Sepúlveda López","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/MockUp_mariposas_sandra.jpg","MockUp_mariposas_sandra.jpg","18","50","-32","18","https://editoriallarueca.com/wp-content/uploads/MockUp_mariposas_sandra.jpg","MockUp_mariposas_sandra.jpg","none","positiveCoverScore insuficiente. | negativeAuthorScore demasiado alto. | Diferencia frente a la segunda candidata insuficiente. | Existen senales contradictorias graves de foto de autor."
"book:metodo sah g maes 36 caminos de curacion para la mente el cuerpo y el espiritual","1633","Método Sah-G-Maes - 36 caminos de curación para la mente, el cuerpo y el espiritual","Malva Luz","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_portadaMalva.jpg","w_portadaMalva.jpg","75","35","40","22","https://editoriallarueca.com/wp-content/uploads/w_portadaMalva.jpg","w_portadaMalva.jpg","none","Diferencia frente a la segunda candidata insuficiente. | Existen senales contradictorias graves de foto de autor."
"book:monedas del corazon","1548","Monedas del corazón","Jesús Adame Ardila","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_portadaOKpequena.jpg","w_portadaOKpequena.jpg","75","0","75","57","https://editoriallarueca.com/wp-content/uploads/w_portadaOKpequena.jpg","w_portadaOKpequena.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 57 >= 25"
"book:ndong el jubilado","1902","Ndong, el jubilado","Manuel Ondo Ndong","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_portada150x210.jpg","w_portada150x210.jpg","75","0","75","45","https://editoriallarueca.com/wp-content/uploads/w_portada150x210.jpg","w_portada150x210.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 45 >= 25"
"book:nido de barro haikus","1365","Nido de Barro – Haikus ","Francisco Marín Vargas","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_portadaWeb-1.jpg","w_portadaWeb-1.jpg","75","0","75","0","https://editoriallarueca.com/wp-content/uploads/w_portadaWeb-1.jpg","w_portadaWeb-1.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:no te vi venir pues jamas te hubiese dejado entrar","882","No te vi venir, pues jamás te hubiese dejado entrar","Ana Córdoba del Campo","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_QueCosasPortada.jpg","w_QueCosasPortada.jpg","75","0","75","35","https://editoriallarueca.com/wp-content/uploads/w_QueCosasPortada.jpg","w_QueCosasPortada.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 35 >= 25"
"book:oraculo de la fe el camino del alma","1358","Oráculo de la fe - El camino del alma","Minerva Buiza","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_portadaWeb-1.jpg","w_portadaWeb-1.jpg","75","0","75","0","https://editoriallarueca.com/wp-content/uploads/w_portadaWeb-1.jpg","w_portadaWeb-1.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:perdoname por los poemas que te escribi","1017","Perdóname por los poemas que te escribí","José Vte. Carmona Simarro","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_PerdonamePortada.jpg","w_PerdonamePortada.jpg","83","0","83","65","https://editoriallarueca.com/wp-content/uploads/w_PerdonamePortada.jpg","w_PerdonamePortada.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 65 >= 25"
"book:placa blanca dignidad sobre el pecho","1099","Placa blanca, dignidad sobre el pecho","José Antonio Muñoz Fañanás","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_PlacaBlancaPortada.jpg","w_PlacaBlancaPortada.jpg","91","0","91","16","https://editoriallarueca.com/wp-content/uploads/w_PlacaBlancaPortada.jpg","w_PlacaBlancaPortada.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:poesia y whisky","904","Poesía y Whisky","José Antonio Galante Pérez","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_EnLlamasPortada.jpg","w_EnLlamasPortada.jpg","75","0","75","35","https://editoriallarueca.com/wp-content/uploads/w_EnLlamasPortada.jpg","w_EnLlamasPortada.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 35 >= 25"
"book:pollos en la memoria","1040","Pollos en la memoria","Julio Sánchez Alonso","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_POLLOS_maq2_portada_OK2_sinmarcas.jpg","w_POLLOS_maq2_portada_OK2_sinmarcas.jpg","83","0","83","65","https://editoriallarueca.com/wp-content/uploads/w_POLLOS_maq2_portada_OK2_sinmarcas.jpg","w_POLLOS_maq2_portada_OK2_sinmarcas.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 65 >= 25"
"book:prestoses xaranes de folixes y xordes nel conceyu de mieres","1161","PRESTOSES XARANES - De folixes y xordes nel Conceyu de Mieres","Concha Magdalena García","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/portada-libro.jpg","portada-libro.jpg","87","0","87","12","https://editoriallarueca.com/wp-content/uploads/portada-libro.jpg","portada-libro.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:quedamos para despedirnos pero ella no lo sabia pensamientos en un pequeno relato sobre la amistad","1341","Quedamos para despedirnos pero ella no lo sabía – Pensamientos en un pequeño relato sobre la amistad -","José Vte. Carmona Simarro","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_quedamosPortada.jpg","w_quedamosPortada.jpg","83","0","83","28","https://editoriallarueca.com/wp-content/uploads/w_quedamosPortada.jpg","w_quedamosPortada.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 28 >= 25"
"book:quiero estar contigo","1002","Quiero estar contigo","Patricia Domínguez Martínez","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_EstarContigoPortada.jpg","w_EstarContigoPortada.jpg","91","0","91","65","https://editoriallarueca.com/wp-content/uploads/w_EstarContigoPortada.jpg","w_EstarContigoPortada.jpg","algorithm","positiveCoverScore 91 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 65 >= 25"
"book:relatos de agua dulce","751","Relatos de agua dulce","Sara Ramiro","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_2MockUp_ElRemanso.jpg","w_2MockUp_ElRemanso.jpg","40","0","40","33","https://editoriallarueca.com/wp-content/uploads/w_2MockUp_ElRemanso.jpg","w_2MockUp_ElRemanso.jpg","none","positiveCoverScore insuficiente."
"book:requiem por un escritor desconocido","589","Réquiem por un escritor desconocido","Antonio Lorenzo Gómez Charlín","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_A-lo-largo-del-Camino_jpg.jpg","w_A-lo-largo-del-Camino_jpg.jpg","75","0","75","35","https://editoriallarueca.com/wp-content/uploads/w_A-lo-largo-del-Camino_jpg.jpg","w_A-lo-largo-del-Camino_jpg.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 35 >= 25"
"book:rodrigo se fue a otro lugar","1454","Rodrigo se fue a otro lugar","Daniela Corao y Bárbara Mila","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_Portada_EscuelaMusica.jpg","w_Portada_EscuelaMusica.jpg","75","0","75","60","https://editoriallarueca.com/wp-content/uploads/w_Portada_EscuelaMusica.jpg","w_Portada_EscuelaMusica.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 60 >= 25"
"book:santa cruz de posguerra conversaciones en blanco y negro","978","SANTA CRUZ DE POSGUERRA: CONVERSACIONES EN BLANCO Y NEGRO","Rafael López Ruz","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_MarMuerto004Portada.jpg","w_MarMuerto004Portada.jpg","75","0","75","53","https://editoriallarueca.com/wp-content/uploads/w_MarMuerto004Portada.jpg","w_MarMuerto004Portada.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 53 >= 25"
"book:sus ojos hablaron","819","Sus ojos hablaron","Juan José Velasco Sánchez-Mayoral","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/portada-libro.jpg","portada-libro.jpg","87","0","87","4","https://editoriallarueca.com/wp-content/uploads/portada-libro.jpg","portada-libro.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:sutiles percepciones de una realidad","1198","Sutiles percepciones de una realidad","Rosario Real Calama","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_RosarioPortada.jpg","w_RosarioPortada.jpg","75","35","40","65","https://editoriallarueca.com/wp-content/uploads/w_RosarioPortada.jpg","w_RosarioPortada.jpg","none","Existen senales contradictorias graves de foto de autor."
"book:teoria metaforica del bestiaro romanico proposito revolucionario la educacion sexual","601","Teoría Metafórica del «Bestiaro Románico». Propósito revolucionario: la educación sexual","Francisca Martín-Cano Abreu","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_A-lo-largo-del-Camino_jpg.jpg","w_A-lo-largo-del-Camino_jpg.jpg","75","0","75","35","https://editoriallarueca.com/wp-content/uploads/w_A-lo-largo-del-Camino_jpg.jpg","w_A-lo-largo-del-Camino_jpg.jpg","algorithm","positiveCoverScore 75 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 35 >= 25"
"book:thailandia el viaje que cambio el rumbo de mi vida como inverti los obstaculos y mis limitaciones en valores gracias a mi experiencia de vida y al coaching","778","Thailandia, el viaje que cambió el rumbo de mi vida - Como Invertí los Obstáculos y mis Limitaciones, en Valores: Gracias a Mi Experiencia de Vida y al Coaching","Jorge González González","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_PortadaCoaching.jpg","w_PortadaCoaching-scaled.jpg","83","0","83","8","https://editoriallarueca.com/wp-content/uploads/w_PortadaCoaching.jpg","w_PortadaCoaching-scaled.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:tiendas y abastos en moralzarzal","663","Tiendas y abastos en Moralzarzal","Antonio López Hurtado Zárate","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/w_Tiendas_Zarate.jpg","w_Tiendas_Zarate.jpg","83","35","48","30","https://editoriallarueca.com/wp-content/uploads/w_Tiendas_Zarate.jpg","w_Tiendas_Zarate.jpg","none","Existen senales contradictorias graves de foto de autor."
"book:tratado de la ausencia y otros relatos","915","Tratado de la ausencia y otros relatos","Juan Alberto Campoy Cervera","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_AusenciaPortada.jpg","w_AusenciaPortada.jpg","83","0","83","80","https://editoriallarueca.com/wp-content/uploads/w_AusenciaPortada.jpg","w_AusenciaPortada.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 80 >= 25"
"book:un ameno curso introductorio a la ecologia humana","702","Un ameno curso introductorio a la Ecología Humana ","José Balbino  León Quijada","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/MockUP_Guiripa.jpg","MockUP_Guiripa.jpg","10","0","10","170","https://editoriallarueca.com/wp-content/uploads/MockUP_Guiripa.jpg","MockUP_Guiripa.jpg","none","positiveCoverScore insuficiente."
"book:un siglo de ferrocarril en ecija memorias del marchenilla","762","Un siglo de ferrocarril en Écija - Memorias del Marchenilla","Rosa Laguna Boza","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/portada-libro.jpg","portada-libro.jpg","87","0","87","12","https://editoriallarueca.com/wp-content/uploads/portada-libro.jpg","portada-libro.jpg","none","Diferencia frente a la segunda candidata insuficiente."
"book:versos de madrugada con sentido","1256","Versos de madrugada – (Con-sentido)","Ángel García  García-Muñoz  (Büru)","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w2_Versos-de-madrugada.jpg","w2_Versos-de-madrugada.jpg","91","0","91","65","https://editoriallarueca.com/wp-content/uploads/w2_Versos-de-madrugada.jpg","w2_Versos-de-madrugada.jpg","algorithm","positiveCoverScore 91 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 65 >= 25"
"book:y la vida sigue","1078","Y… la vida sigue","Dolores Benito Arroyo","approved","safe_book_cover","high","https://editoriallarueca.com/wp-content/uploads/w_LaVidaPortada.jpg","w_LaVidaPortada.jpg","83","0","83","65","https://editoriallarueca.com/wp-content/uploads/w_LaVidaPortada.jpg","w_LaVidaPortada.jpg","algorithm","positiveCoverScore 83 >= 75 | negativeAuthorScore 0 < 45 | winnerGap 65 >= 25"
"book:yoga volumen 1 2 3 4 5 evolucion integral y evolucion universal","683","Yoga Volumen 1,2,3,4,5 evolución integral y evolución universal","Miguel Gómez Aránega","manual","ambiguous","low","https://editoriallarueca.com/wp-content/uploads/Libro-Yoga-–-Volumen-5-–-Evolucion-integral-Y-evolucion-universal-–-Naturalmente-meditando-Miguel-Gomez-Aregana.jpg","Libro-Yoga-–-Volumen-5-–-Evolucion-integral-Y-evolucion-universal-–-Naturalmente-meditando-Miguel-Gomez-Aregana.jpg","110","35","75","57","https://editoriallarueca.com/wp-content/uploads/Libro-Yoga-–-Volumen-5-–-Evolucion-integral-Y-evolucion-universal-–-Naturalmente-meditando-Miguel-Gomez-Aregana.jpg","Libro-Yoga-–-Volumen-5-–-Evolucion-integral-Y-evolucion-universal-–-Naturalmente-meditando-Miguel-Gomez-Aregana.jpg","none","Existen senales contradictorias graves de foto de autor."
